"timestamp","value"
1483692360000,99.99717248656637
1483692420000,99.99681251571607
1483692480000,99.99745580538242
1483692540000,99.99712064385517
1483692600000,99.99667610002514
1483692660000,99.99722220483383
1483692720000,99.99716963887344
1483692780000,99.99740460167996
1483692840000,99.99673909457316
1483692900000,99.99542035379498
1483692960000,99.99692000759218
1483693020000,99.99708911951687
1483693080000,99.99657546896836
1483693140000,99.99665150542735
1483693200000,100
1483693260000,99.99735925847978
1483693320000,99.99687418357341
1483693380000,99.9972850609523
1483693440000,99.99704469556954
1483693500000,99.9976786577314
1483693560000,99.9966747505496
1483693620000,99.9968797133246
1483693680000,99.99742356903887
1483693740000,99.99735620846036
1483693800000,99.99613813334614
1483693860000,99.9969369176875
1483693920000,99.99726215026861
1483693980000,99.99607423692053
1483694040000,99.99678442092595
1483694100000,99.99619760240192
1483694160000,99.99482848695874
1483694220000,99.9969211348697
1483694280000,99.99590310428178
1483694340000,99.99570202714824
1483694400000,99.99807452349175
1483694460000,99.9974285471515
1483694520000,99.99719285893661
1483694580000,99.99727263274465
1483694640000,99.99712378662082
1483694700000,99.99698814243112
1483694760000,99.99597523784067
1483694820000,99.99632022871656
1483694880000,99.99730462761745
1483694940000,99.99609964882121
1483695000000,99.9978187088235
1483695060000,99.99679473009418
1483695120000,99.99635631519361
1483695180000,99.98472893866123
1483695240000,99.99745156354184
1483695300000,99.99696876181224
1483695360000,99.99738903772986
1483695420000,99.99748997262252
1483695480000,99.99753610244016
1483695540000,100
1483695600000,99.9982622098646
1483695660000,99.99776430742459
1483695720000,99.99739194880107
1483695780000,99.99479546164255
1483695840000,99.99685537005895
